names,scores,logfoldchanges,pvals,pvals_adj
NFE2,1.2117482,1.6285542,0.22560875918392875,1.0
CLECL1,1.2101841,0.40571874,0.22620826503796676,1.0
MT1G,1.2101074,1.4343648,0.2262376817798556,1.0
UBXN6,1.2072244,0.4525796,0.22734573278175263,1.0
CNBP,1.2058289,0.092234075,0.2278834639040377,1.0
PCED1B,1.2053075,0.9802718,0.2280846067992196,1.0
CEBPA,1.2041881,0.5746965,0.22851689965107558,1.0
IL27RA,1.2025166,0.32334262,0.22916346351010153,1.0
PLEKHO1,1.1937755,0.2211281,0.23256578476447987,1.0
RPS15A,1.1882396,0.0629046,0.23473903996183487,1.0
NOC2L,1.1874728,0.5269671,0.23504117506106692,1.0
GPR155,1.186108,0.537105,0.23557965653218038,1.0
SLC25A37,1.1796366,0.32742196,0.23814478798083227,1.0
SLC2A14,1.1775204,3.0429447,0.23898788545524918,1.0
DMXL2,1.171785,0.48818472,0.24128338158445894,1.0
COL6A3,1.1703435,0.82499367,0.24186275747454378,1.0
ARRB2,1.1667398,0.18554261,0.24331547805730835,1.0
PADI2,1.1647002,3.2301211,0.24414036807251827,1.0
RPGR,1.1642401,1.2967739,0.24432670461451444,1.0
ARF1,1.1593636,0.11643633,0.24630801229751897,1.0
CCDC50,1.1547477,0.39882484,0.2481937494412504,1.0
CAMTA1,1.1538429,0.30635047,0.24856455988582704,1.0
NUP107,1.1529381,0.7181144,0.24893575764487907,1.0
GZMH,1.1519414,1.0321915,0.24934515284782222,1.0
APRT,1.1468349,0.043474186,0.2514498960322815,1.0
BRSK1,1.1384006,3.1699183,0.2549532778978467,1.0
ZBTB32,1.1370357,1.9672223,0.25552336408779885,1.0
SETX,1.1359009,0.35597932,0.2559980424424255,1.0
APAF1,1.1353796,0.5890158,0.2562163431721559,1.0
TCEB2,1.1327572,0.03114507,0.25731622776102747,1.0
ACP5,1.1325579,0.2621061,0.2573999785200961,1.0
CTD-2583P5.3,1.1290921,3.4714153,0.25885897623166954,1.0
RIC3,1.1286627,0.57509273,0.25904013517805236,1.0
GSTK1,1.1270372,0.08330958,0.25972674676249285,1.0
ANAPC13,1.1249363,0.4447126,0.26061602511482174,1.0
NFAM1,1.1246756,0.612015,0.2607265202543455,1.0
MTRNR2L1,1.1243229,0.6190774,0.26087606525261164,1.0
GINM1,1.1208879,0.45376065,0.2623356061031692,1.0
CDC37,1.1182195,0.19791538,0.26347324193181065,1.0
RPRD2,1.1161953,0.65027547,0.2643385435742144,1.0
EIF2S3,1.1145698,0.2075288,0.26503482395245626,1.0
APOBR,1.1127756,0.69366604,0.26580482583272835,1.0
RPA2,1.1117941,0.35739025,0.2662266745261046,1.0
ZNF638,1.1107206,0.41602826,0.26668859888585583,1.0
BST1,1.1099846,0.6862036,0.26700566551568783,1.0
ITGA4,1.1059974,0.33429646,0.2687276146243238,1.0
YBEY,1.1023937,0.51892394,0.2702905392221989,1.0
ASGR1,1.1004155,0.3115961,0.27115112973295197,1.0
CLNS1A,1.0953549,0.19775315,0.2733611773106305,1.0
SENP6,1.0951402,0.39054587,0.27345520846170224,1.0
ZNF106,1.0947108,0.2954286,0.27364333709748945,1.0
CEP350,1.0918125,0.4315606,0.2749155192676973,1.0
TPR,1.0917665,0.23565745,0.2749357451388805,1.0
SCAF11,1.08735,0.13715966,0.27688216005048993,1.0
MIAT,1.084145,2.559926,0.27830052911447667,1.0
ARL6IP4,1.0745299,0.04313573,0.2825852683010781,1.0
BDP1,1.0713248,0.47991464,0.28402340009530025,1.0
NHLRC3,1.0693007,0.42945114,0.2849342423345562,1.0
MAL,1.0656356,2.495541,0.2865884410667229,1.0
OGFRL1,1.0649455,0.38237402,0.28690062514634285,1.0
HHEX,1.0626605,0.23353489,0.287935939488816,1.0
PCSK7,1.0551003,0.21238919,0.2913794544613597,1.0
RP5-887A10.1,1.0507605,0.5811738,0.2933686154134,1.0
SERINC5,1.0412374,0.81666917,0.2977653920770865,1.0
ZNF770,1.0389525,0.6559467,0.2988268514645859,1.0
EMC10,1.0343059,0.24073301,0.3009931716780677,1.0
TIGIT,1.0335546,1.6128243,0.30134448092298705,1.0
CSNK1G2,1.0334318,0.61903346,0.30140186345295406,1.0
ITGB7,1.0286626,0.43614736,0.30363824891717794,1.0
GLRX,1.0279418,0.123181544,0.30397718016514075,1.0
CSF2RB,1.0256263,0.58901995,0.30506778696099934,1.0
INPP5D,1.0236326,0.23787354,0.30600879726651653,1.0
ABHD14A,1.0234487,0.5606124,0.3060957566625506,1.0
UCKL1,1.0220685,0.8446734,0.30674847422740426,1.0
PLEC,1.0217311,0.50017667,0.30690816754911043,1.0
ITM2A,1.0201056,0.6703458,0.3076783707209181,1.0
TMEM160,1.0184648,0.19616811,0.308457136316887,1.0
FAM46C,1.0184034,0.4892039,0.3084862743053445,1.0
PCYT1A,1.0060893,0.6668283,0.31437259202951506,1.0
RPL35,1.0028383,0.027763693,0.3159388818015272,1.0
AC092580.4,1.0016881,1.0199858,0.31649421857101123,1.0
KIAA1551,1.0013661,0.33735988,0.3166498275825681,1.0
SETD5,0.9998633,0.36383194,0.3173766665725053,1.0
RPL23A,0.9962289,0.06908346,0.3191389480616462,1.0
PTEN,0.9961062,0.38219017,0.31919854588578267,1.0
KCNE3,0.9958915,0.53753275,0.31930285960389115,1.0
LPIN1,0.9952781,0.6750646,0.3196010217068631,1.0
PCBP1,0.9950327,0.029382458,0.3197203375321057,1.0
SMG1,0.99356055,0.43354577,0.32043684428738395,1.0
APOL2,0.9919197,0.7720795,0.32123668671348726,1.0
LGALS2,0.9917664,0.19556549,0.32131150491481675,1.0
GBP5,0.99170506,0.65424085,0.32134143538170434,1.0
APOBEC3C,0.9900182,0.22578736,0.32216523672939956,1.0
RXRA,0.9893741,0.41157496,0.32248014229733246,1.0
HRH2,0.9888527,0.6834812,0.32273521287327434,1.0
TCF7,0.9865524,0.5111839,0.32386209454408044,1.0
RCAN3,0.98578566,0.5645403,0.32423829070233423,1.0
RP11-792A8.4,0.9854943,0.5487248,0.3243813198275628,1.0
PIP4K2A,0.9839455,0.3095341,0.32514232205639226,1.0
TMA7,0.9808785,-0.009799553,0.32665268177898554,1.0
GZMA,0.97974366,0.34131506,0.3272126682454163,1.0
CAMK4,0.9775354,2.5892942,0.3283041571751045,1.0
HIST1H2BG,0.9756952,0.79698247,0.329215533064218,1.0
ROGDI,0.97365564,0.5222182,0.3302275549245829,1.0
NAE1,0.97344095,0.53015894,0.3303342005696982,1.0
IMMT,0.9727202,0.35888934,0.33069238825892855,1.0
SAC3D1,0.9726895,0.74997115,0.33070763586064034,1.0
SEPW1,0.9718307,0.19679758,0.331134753387757,1.0
SYTL1,0.967905,0.30525997,0.33309183170033263,1.0
RP1-29C18.10,0.96566606,5.0684857,0.33421131431905193,1.0
ZHX1,0.96433187,0.7887046,0.33487955540719716,1.0
PCNX,0.96390253,0.70059115,0.3350948045005271,1.0
SSPN,0.9615716,1.0649121,0.3362648543200345,1.0
ORAI1,0.9603141,0.35558555,0.3368971556600301,1.0
PHF3,0.95414937,0.331544,0.34000802675086716,1.0
MLXIP,0.95302993,0.44381115,0.34057490538183255,1.0
HACD4,0.9500089,0.32686582,0.342107720846648,1.0
CDK12,0.94919616,0.35766605,0.34252085477906946,1.0
AC004556.1,0.9437522,1.6100937,0.3452962914868073,1.0
TBL1X,0.94163597,0.71486163,0.34637905299861216,1.0
TRMT112,0.9405165,0.06258965,0.3469526916172321,1.0
PPT1,0.9395197,0.1543375,0.3474639743123634,1.0
B4GALT1,0.9312694,0.38775936,0.3517142074257087,1.0
GORASP2,0.93076336,0.44923452,0.3519759768865962,1.0
TACC3,0.93050265,0.5819363,0.35211087595222856,1.0
SLCO3A1,0.92599416,0.5488551,0.3544490123829013,1.0
AGPAT2,0.9234945,0.38702032,0.3557495415517403,1.0
PDE3B,0.9233412,1.6546675,0.3558294264816789,1.0
CD6,0.9226204,1.0689008,0.35620503717371477,1.0
SPG11,0.9221911,0.42823145,0.35642892401099224,1.0
MLKL,0.92033553,0.8455991,0.35739745445001525,1.0
CXorf40B,0.9198448,1.1307814,0.35765387153742323,1.0
SLC2A4RG,0.9191547,1.3272719,0.35801465393496934,1.0
ARID3A,0.9174065,0.41811788,0.3589296604605292,1.0
SLC1A5,0.915873,0.4176963,0.3597335069824744,1.0
TRG-AS1,0.9137261,1.4288858,0.3608607901002808,1.0
ZNF641,0.9128367,0.7452828,0.36132845592095997,1.0
TRGC2,0.9096469,1.7412121,0.363008725635668,1.0
PREX1,0.90894157,0.39351374,0.3633809831239446,1.0
NOD2,0.9063039,1.3411099,0.36477501761218434,1.0
ENDOV,0.9050771,0.7985862,0.3654245426538121,1.0
CNEP1R1,0.9048624,1.1237345,0.36553828373100883,1.0
DPYD,0.90473974,0.49922204,0.3656032885539564,1.0
VNN2,0.90308356,0.5477413,0.36648155981340236,1.0
GLTP,0.89652014,0.37326646,0.3699750396280924,1.0
ATP5D,0.8962594,0.035742253,0.3701142252489943,1.0
PF4,0.8947106,24.793215,0.3709418221618369,1.0
CD247,0.8920116,0.53629893,0.3723867133949825,1.0
PHF20,0.8893893,0.2574501,0.3737938923827605,1.0
HK2,0.8876871,0.8935359,0.3747090831364338,1.0
SARAF,0.8858929,0.015041165,0.3756752417940118,1.0
MT1F,0.8851108,0.5640466,0.3760968688924653,1.0
ACAP1,0.8850648,0.14921829,0.3761216795794202,1.0
TMEM55A,0.8843594,0.5907141,0.3765022366120868,1.0
EHBP1L1,0.8801882,0.37639308,0.3787573392605835,1.0
CRISPLD2,0.8790688,1.6075723,0.3793639811676218,1.0
GIMAP7,0.8759711,0.23405519,0.38104574663464896,1.0
SF1,0.87590975,0.100375436,0.38107909507340787,1.0
HERPUD2,0.87546504,0.5126427,0.3813209248390237,1.0
RORA,0.875373,0.91058415,0.38137097034138856,1.0
IQCB1,0.8747443,0.6976713,0.3817130558210893,1.0
RNF166,0.87270474,0.3541015,0.38282404299280604,1.0
REV1,0.87253606,0.6099241,0.38291601778312045,1.0
C4orf3,0.8712632,0.024162967,0.3836104458080829,1.0
C14orf159,0.8708338,0.5008917,0.3838448845082677,1.0
PTCD3,0.8697451,0.47747388,0.38443974708626805,1.0
PER2,0.8678128,1.860533,0.38549680614511095,1.0
PTGES3,0.8662333,0.09354314,0.38636222781823604,1.0
TRAPPC8,0.86492985,0.63704807,0.38707730316800504,1.0
ADAR,0.8622922,0.25232238,0.38852674645843743,1.0
SEC11A,0.86098874,0.061910804,0.3892442597801493,1.0
PTPN7,0.8608967,0.2690466,0.38929493822698635,1.0
GRAP2,0.85649556,0.7459223,0.39172374385799913,1.0
MLLT6,0.8552994,0.44945058,0.3923854231529611,1.0
FBXL5,0.8545787,0.37881303,0.39278445436712117,1.0
PPP4R3B,0.8539346,0.36626565,0.3931412434667856,1.0
MICA,0.85232437,0.79745764,0.3940340748830645,1.0
CCNL1,0.8494107,0.1511795,0.39565279099554107,1.0
MGEA5,0.84522426,0.23109467,0.3979856516601309,1.0
TLR8,0.84413546,0.76854604,0.39859372181190234,1.0
STAB1,0.84404343,0.4541138,0.3986451336463589,1.0
CDIP1,0.84316933,0.6025727,0.3991337451990953,1.0
CX3CR1,0.8400716,0.23086077,0.4008682157130189,1.0
CLEC4E,0.83666724,0.3593801,0.4027796286035922,1.0
GTF2H3,0.82976645,1.1243743,0.406670833842415,1.0
YTHDF1,0.82955176,0.9093377,0.40679225226434157,1.0
NAGPA,0.82884634,0.53136456,0.407191350764875,1.0
STX16,0.8286317,0.43337804,0.4073128618584081,1.0
C2orf74,0.82692945,0.40258834,0.40827703630332035,1.0
RP11-841O20.2,0.82521194,0.8824896,0.4092512735326731,1.0
CEP85L,0.8232337,0.5511577,0.41037509831058794,1.0
COMMD6,0.8229577,-0.047023512,0.41053205672626947,1.0
SAMHD1,0.82032007,0.10436169,0.41203367939286073,1.0
SYK,0.8192159,0.26188844,0.4126632315710954,1.0
IAH1,0.81887853,0.27940598,0.4128557083804012,1.0
SPSB3,0.81835717,0.31532642,0.4131532771441214,1.0
STEAP4,0.81481475,1.4106846,0.4151783554275309,1.0
RP3-460G2.2,0.81337327,24.356638,0.4160040893900927,1.0
MT1X,0.8095088,0.399296,0.4182225371273287,1.0
RGL4,0.8054297,0.88087475,0.4205717725218169,1.0
NLRP12,0.8049083,1.2959083,0.4208726082583155,1.0
LAG3,0.80449426,1.4787029,0.4211115971845738,1.0
PTPN1,0.80444825,0.28147635,0.42113815642480423,1.0
GGPS1,0.80266935,0.30534697,0.4221658673322003,1.0
PASK,0.802516,1.4428467,0.42225453186878525,1.0
NPHP3,0.80248535,0.7571885,0.4222722660856034,1.0
DHX57,0.80049175,1.2484137,0.4234259261698664,1.0
PRR4,0.7976394,0.4772529,0.4250797511207507,1.0
TRMT1,0.79750144,0.2723923,0.4251598704936985,1.0
DHRS4,0.79681134,0.55841196,0.4255605996330639,1.0
EFHD2,0.7939897,0.1561896,0.42720142890922086,1.0
FBXO45,0.7905393,1.315985,0.42921287886202997,1.0
ATP6V1A,0.79033995,0.41980407,0.4293292639444486,1.0
SUMO3,0.7891745,0.15927722,0.43001003598209164,1.0
PGD,0.78862244,0.3932034,0.43033272561276104,1.0
RTN1,0.78702754,0.69835556,0.4312657293091975,1.0
TRAPPC10,0.7844359,0.7762415,0.43278435921193514,1.0
NIP7,0.7835618,0.49245533,0.4332972569791893,1.0
CKLF,0.7833778,0.098149486,0.43340528023957703,1.0
UBE2D3,0.7832858,0.01915128,0.4334592977099385,1.0
IFT20,0.7808322,0.3388547,0.4349011991885011,1.0
ELMOD3,0.77991205,0.65075123,0.43544262531033795,1.0
FAM101B,0.7797434,0.95603496,0.4355419289309458,1.0
USP15,0.77946734,0.18454559,0.435704453940174,1.0
CD300E,0.77758116,0.4149978,0.43681597724349563,1.0
RAB12,0.7772898,1.5142667,0.43698782147530724,1.0
LAX1,0.7767837,1.3524802,0.4372863802789658,1.0
HMGN3,0.77626234,0.11816257,0.43759410909422103,1.0
SMAP2,0.7755569,0.16854535,0.43801064635832265,1.0
VRK3,0.77304196,0.35380766,0.4394975466972906,1.0
ITGAX,0.7715698,0.32647014,0.4403692702806782,1.0
GGNBP2,0.76953024,0.2168836,0.44157860759026624,1.0
C9orf139,0.7675213,1.4343804,0.4427716163090821,1.0
CD40LG,0.7674447,1.1251627,0.44281718747785215,1.0
PRPF4,0.76739866,0.84279263,0.44284453146632596,1.0
SOS2,0.7605899,0.71907187,0.44690207308488206,1.0
TOMM20,0.75957775,0.10838483,0.4475070216490673,1.0
SIRPB2,0.7590717,1.0355831,0.44780967041692255,1.0
ARGLU1,0.75769156,0.14304654,0.44863566706161384,1.0
CTD-2020K17.1,0.7561427,0.4764964,0.44956364793998593,1.0
PTRHD1,0.7550846,0.24531035,0.4501982403486543,1.0
CTB-31O20.2,0.75473183,1.0916698,0.45040988388297853,1.0
GDE1,0.75433314,0.4335647,0.45064920094566285,1.0
RPL39,0.74983996,0.06820369,0.453351092976073,1.0
NBPF19,0.7495333,0.59259367,0.4535358551905009,1.0
SUCO,0.74891984,0.5902678,0.45390550704758204,1.0
MT1H,0.74850583,2.248532,0.4541551180751283,1.0
LENG8,0.74849045,0.31453398,0.454164364413973,1.0
LINC00954,0.747095,1.0544134,0.45500622539570146,1.0
LYAR,0.74677294,0.38393134,0.45520062574142184,1.0
TMEM91,0.7460522,0.56442404,0.45563588164274893,1.0
PYCARD,0.7456535,0.054770004,0.4558767620833928,1.0
CEP192,0.7429699,1.035695,0.45749993535500477,1.0
FO538757.2,0.74223375,0.35426456,0.45794571496929826,1.0
CEP290,0.7403629,0.5803986,0.4590798343910425,1.0
ARCN1,0.7378326,0.43786088,0.46061618482055133,1.0
LTB4R,0.7377559,0.5981865,0.46066278573400743,1.0
PLBD1,0.7376026,0.34735933,0.46075599546934776,1.0
LINC00869,0.7358084,0.4137014,0.46184733245456744,1.0
HMGA1,0.73528695,0.17865859,0.4621647435448061,1.0
EIF5AL1,0.7342902,1.1436499,0.4627718975877638,1.0
CATSPER1,0.7332781,0.49370334,0.463388847327005,1.0
UBE2W,0.7301497,0.39178205,0.465298677508976,1.0
LINC00685,0.729981,0.29478285,0.465401782723064,1.0
ANKRD49,0.7293983,0.43746713,0.4657580620558419,1.0
MYH9,0.7270367,0.19501835,0.467203481091622,1.0
RNF149,0.72680664,0.15545183,0.467344401471788,1.0
EPB41,0.7256719,0.4225124,0.4680399534516132,1.0
CACNA2D3,0.7246137,0.6434045,0.4686890249327361,1.0
AP5B1,0.7241537,1.0555973,0.46897138522975135,1.0
DOK2,0.7235556,0.14440282,0.4693385942667352,1.0
OXNAD1,0.7224668,0.95591,0.47000751104051197,1.0
CDK10,0.7209333,0.6130562,0.4709505400554205,1.0
DAGLB,0.72016656,0.6405094,0.471422445810567,1.0
NOL11,0.72015125,0.5772892,0.4714318865847865,1.0
ADGRE2,0.71762097,0.28453648,0.47299104137748493,1.0
TMEM11,0.7174522,0.46583086,0.4730950858365409,1.0
EMC9,0.7141399,0.99118835,0.4751406902726176,1.0
VCPIP1,0.7133424,0.48053586,0.4756338745505152,1.0
SLC25A44,0.7126217,0.82145464,0.47607987871174073,1.0
TTC14,0.7109655,0.23715246,0.4771056073576069,1.0
THEM4,0.7108735,0.8779971,0.47716262772965157,1.0
CEP19,0.709386,1.6394198,0.47808497445799114,1.0
TTF1,0.7082052,0.28609973,0.4788178399677282,1.0
CDCA4,0.7080365,0.9392121,0.4789225851026494,1.0
BBC3,0.7076378,0.5378016,0.4791702142438702,1.0
TRUB2,0.70760715,0.8223778,0.4791892655339096,1.0
DGCR6L,0.706825,0.28103587,0.47967521310434413,1.0
ZNF589,0.706641,1.8358096,0.47978959276541266,1.0
CTD-2371O3.2,0.7049235,24.122478,0.48085785329185304,1.0
KIAA0232,0.7039881,0.57659966,0.4814402182311376,1.0
C16orf54,0.70174915,0.38638777,0.48283563276193076,1.0
FBXW5,0.7012124,0.29255715,0.4831704761218961,1.0
PPP1R12A,0.69895816,0.22614272,0.484578194078476,1.0
FAM102A,0.69803804,0.7114765,0.48515341096877773,1.0
TMEM71,0.697716,0.79243606,0.48535482420228937,1.0
POLR3E,0.69713324,0.65941864,0.48571940128693125,1.0
BHLHE41,0.69222605,1.0661633,0.4887953940684453,1.0
C19orf66,0.69214934,0.33462077,0.48884353960442584,1.0
SUMF2,0.691904,0.2984846,0.48899762248973533,1.0
PPP1R14B,0.6902938,0.46746665,0.4900094403564236,1.0
CEACAM21,0.6890517,1.5016654,0.4907907544913004,1.0
STMN3,0.688791,0.6210435,0.49095481896176185,1.0
MAF1,0.68765616,0.15285912,0.4916693251331362,1.0
SRRM2,0.68673605,0.15485741,0.4922490639588136,1.0
LDLRAP1,0.685954,0.87848985,0.4927421300804311,1.0
SH2D1A,0.68498784,0.6598769,0.4933515770415462,1.0
NXPE3,0.6849265,0.74669254,0.4933902857110083,1.0
CHD3,0.6849112,0.6200098,0.49339996313249046,1.0
ATP6V1G1,0.683439,-0.01947214,0.4943294686717772,1.0
HSPA6,0.6830403,0.3189795,0.4945813708234915,1.0
C16orf91,0.68287164,1.0024774,0.49468796546649707,1.0
RARS,0.68199754,0.51031286,0.49524051616352405,1.0
DENND2D,0.6815068,0.42311037,0.4955508644909469,1.0
NMRK1,0.6811081,0.5362381,0.4958030989451737,1.0
KPNA6,0.6809701,0.34281132,0.4958904268342026,1.0
AATBC,0.6797739,0.83791864,0.49664761226193044,1.0
MED16,0.67847043,0.73480743,0.49747345152067124,1.0
SERTAD2,0.6765229,0.44210073,0.4987087137284729,1.0
KMT2E,0.6759095,0.106852055,0.49909811006558646,1.0
MACF1,0.6736246,0.32527,0.5005500318520071,1.0
TNIP2,0.6735019,0.3244603,0.5006280506848968,1.0
ZNF511,0.6731952,0.35956824,0.5008231259697121,1.0
DCUN1D1,0.67273515,0.4998489,0.501115814421404,1.0
MIR155HG,0.671907,0.9207551,0.5016428819217091,1.0
SLC35E1,0.671677,0.49385792,0.5017893416285615,1.0
ZNF37A,0.6691314,0.49570957,0.5034116724277726,1.0
GIMAP6,0.66903937,0.48623922,0.5034703627156649,1.0
PLXNC1,0.66861,0.3695704,0.5037442984933855,1.0
CPT2,0.66834927,0.73865104,0.5039106550205181,1.0
CDC42SE2,0.66772056,0.16288824,0.5043119870706884,1.0
AC104699.1,0.6671225,4.215151,0.5046938983418428,1.0
WTAP,0.66621774,0.22342114,0.5052719512062903,1.0
TSEN34,0.66620237,0.26842168,0.5052817517170054,1.0
GTDC1,0.6658497,0.87001663,0.5055071910954159,1.0
MLYCD,0.66423947,0.7688296,0.5065370432736513,1.0
PGS1,0.6622459,0.55540943,0.5078136250851544,1.0
ST3GAL6,0.6578294,0.47277498,0.5106477473692743,1.0
ITK,0.6562039,1.1595161,0.5116929394925109,1.0
GPATCH8,0.6549924,0.2087578,0.5124726289842882,1.0
ETHE1,0.6544557,0.32268614,0.5128182589247526,1.0
ARRDC1-AS1,0.6534436,0.75903493,0.5134703485812021,1.0
CKAP4,0.65342826,0.7023108,0.5134802320462484,1.0
RBM25,0.65123534,0.12822211,0.5148945865784791,1.0
LRCH4,0.6495485,0.22249162,0.5159839272427036,1.0
IL15,0.6493491,0.43371642,0.5161127464466186,1.0
GLB1L,0.6476929,1.8684711,0.5171835812532435,1.0
ZC3H7A,0.6476623,0.45172486,0.5172034223714685,1.0
NEDD4L,0.64579135,1.054437,0.5184144754656982,1.0
AURKAIP1,0.6431384,0.10542005,0.5201342979180001,1.0
SCML4,0.64168155,0.77590495,0.5210799587315778,1.0
KPNA3,0.6405314,0.4858064,0.5218271578588916,1.0
FAS,0.64001006,0.8093123,0.5221660695649486,1.0
EXOG,0.639642,0.8434636,0.5224053694630856,1.0
SPTSSA,0.639504,0.33059108,0.5224951214514526,1.0
SMARCD3,0.63821584,0.77893883,0.5233331885576543,1.0
RP11-284N8.3,0.63735706,1.6275709,0.5238922829414876,1.0
FLNA,0.63714236,0.13694307,0.5240321043749007,1.0
CXCR6,0.63669765,1.1583959,0.5243217953289987,1.0
CLEC4F,0.636667,1.5025924,0.5243417770398637,1.0
C8orf59,0.63582355,0.08839029,0.524891426951941,1.0
TGFBI,0.6357162,0.20401779,0.5249614035507559,1.0
LPIN2,0.63539416,0.47315952,0.5251713619980471,1.0
TXLNA,0.63079363,0.6917985,0.5281754532941476,1.0
FAM89B,0.6301342,0.34570065,0.528606755975682,1.0
BATF,0.6288308,0.39221275,0.5294598583137193,1.0
HLA-DRB5,0.62763464,-0.091496654,0.5302433206925947,1.0
RPL39L,0.62646914,0.53204703,0.531007260255991,1.0
SLC9A3R1,0.62585574,0.33162865,0.5314095578690571,1.0
TONSL,0.6256257,1.0768689,0.5315604593038682,1.0
KIAA0513,0.6227581,0.50870204,0.5334435186736516,1.0
CCDC149,0.62192994,1.9173248,0.5339879165676804,1.0
DEDD,0.62090254,0.644965,0.5346637630339164,1.0
CAPN2,0.62088716,0.29952234,0.534673853562331,1.0
PYM1,0.6208105,0.34266508,0.5347243076455152,1.0
JAK2,0.6197064,0.4963269,0.535451112655551,1.0
GATAD2A,0.61749816,0.5245117,0.5369062145539849,1.0
JADE1,0.61680806,0.3186559,0.5373613412901505,1.0
SIRPG,0.61654735,2.1979086,0.5375333284909487,1.0
MMEL1,0.61509055,2.1255696,0.538494942148908,1.0
ANKZF1,0.6148605,0.38410252,0.5386468547214276,1.0
PIGS,0.61400175,0.42238355,0.5392141848027325,1.0
SELPLG,0.6139864,0.30441812,0.5392243184171546,1.0
ZMYM4,0.613603,0.5541836,0.5394776897833555,1.0
NRROS,0.61291295,0.34779662,0.5399339084452661,1.0
ZNF169,0.61248356,1.1105042,0.5402178752501318,1.0
PARP8,0.6114561,0.4965005,0.5408976703764738,1.0
MED14OS,0.6113181,1.2080778,0.5409890186970778,1.0
TMEM43,0.61021394,0.6606767,0.5417200826412472,1.0
C14orf142,0.6097386,0.47282213,0.5420349980588637,1.0
SDHAF4,0.6097232,1.0219759,0.542045158140968,1.0
ARHGEF6,0.6093705,0.41415367,0.5422788662460135,1.0
IL27,0.6086191,2.5138063,0.5427769336160464,1.0
SS18L2,0.6060582,0.1935129,0.5444761389077569,1.0
MAP2K1,0.6058281,0.32988697,0.5446288914236155,1.0
RITA1,0.60509205,0.7556508,0.545117842508066,1.0
MAP2K6,0.6029758,1.2388283,0.5465247896532656,1.0
NOSIP,0.6023317,0.17399809,0.5469533477203976,1.0
CASP4,0.6009209,0.08954277,0.5478926748766418,1.0
TRMT12,0.6004608,1.1594017,0.5481991495216786,1.0
